yceD-rpmF-plsX-fabHDG-acpP-fabF
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,yceD-rpmF-plsX-fabHDG-acpP-fabF
NC_004741,Shigella_flexneri_2a_str._2457T,yceD-rpmF-plsX-fabHDG-acpP-fabF
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,yceD-rpmF-plsX-fabHDG-acpP-fabF
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,yceD-rpmF-plsX-fabHDG-acpP-fabF
NC_003143,Yersinia_pestis_CO92,yceD-rpmF-plsX-fabHDG-acpP-fabF
NC_002663,Pasteurella_multocida_subsp._multocida_str._Pm70,yceD-rpmF-plsX-fabHDG-acpP fabF
NC_004459,Vibrio_vulnificus_CMCP6,fabFGF <acpP-fabGDH-plsX-rpmF-yceD>
NC_004603,Vibrio_parahaemolyticus_RIMD_2210633,<fabF-acpP-fabGDH-plsX-rpmF-yceD>
NC_011833,Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum),fabG-acpP fabF rpmF
NC_000907,Haemophilus_influenzae_Rd_KW20,<acpP-fabGD> <fabH-rpmF-yceD> <fabF>
NC_004347,Shewanella_oneidensis_MR-1,<fabF-acpP-fabGDH-plsX-rpmF-yceD>
NC_005061,Candidatus_Blochmannia_floridanus,<acpP-fabGDH-plsX-rpmF> <fabF>
NC_002516,Pseudomonas_aeruginosa_PAO1,fabHH <fabF-acpP-fabGD-plsX-rpmF-yceD>
NC_002947,Pseudomonas_putida_KT2440,yceD-rpmF-plsX-fabDG-acpP-fabF <fabH>
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,<fabF-acpP-fabGD-plsX-rpmF-yceD> fabH
NC_003919,Xanthomonas_axonopodis_pv._citri_str._306,rpmF-fabH fabDG-acpP-fabF
NC_007086,Xanthomonas_campestris_pv._campestris_str._8004,<fabF-acpP-fabGD> <fabH-rpmF-yceD>
NC_002488,Xylella_fastidiosa_9a5c,fabDG-acpP-fabF yceD-rpmF-fabH
NC_004757,Nitrosomonas_europaea_ATCC_19718,yceD-rpmF-plsX-fabHDG-acpP-fabF
NC_005085,Chromobacterium_violaceum_ATCC_12472,<fabF-acpP-fabGDH-plsX-rpmF-yceD>
NC_003295,Ralstonia_solanacearum_GMI1000,yceD-rpmF-plsX-fabHDG-acpP-fabF
NC_003112,Neisseria_meningitidis_MC58,<fabF-acpP> fabGF yceD-rpmF fabD fabH plsX
NC_002927,Bordetella_bronchiseptica_RB50,<fabF-acpP-fabGDH-plsX-rpmF-yceD>
NC_002929,Bordetella_pertussis_Tohama_I,<fabF-acpP-fabGDH-plsX-rpmF-yceD>
NC_002928,Bordetella_parapertussis_12822,<fabF-acpP-fabGDH-plsX-rpmF-yceD>
NC_004463,Bradyrhizobium_japonicum_USDA_110,fabDG-acpP-fabF <fabH-plsX> rpmF
NC_002696,Caulobacter_crescentus_CB15,plsX-fabH fabDG acpP-fabF rpmF
NC_003062,Agrobacterium_tumefaciens_str._C58,fabDG-acpP-fabF plsX-fabH rpmF
NC_002678,Mesorhizobium_loti_MAFF303099,fabDG-acpP-fabF plsX-fabH <rpmF>
NC_003047,Sinorhizobium_meliloti_1021,fabDG-acpP-fabF plsX-fabH <rpmF>
NC_012441,Brucella_melitensis_ATCC_23457,fabDG-acpP P> -fabF plsX-fabH <rpmF>
NC_004310,Brucella_suis_1330,fabDG-acpP-fabF plsX-fabH <rpmF>
NC_005090,Wolinella_succinogenes_DSM_1740,<fabF-acpP-fabG> <fabH-plsX> fabD
NC_004917,Helicobacter_hepaticus_ATCC_51449,plsX-fabH <fabF-acpP> fabD <fabG>
NC_002163,Campylobacter_jejuni_subsp._jejuni_NCTC_11168,<fabH-plsX> acpP-fabF fabD fabG
