lptD-surA-pdxA-rsmA-apaGH
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,<apaHG-rsmA-pdxA-surA-lptD>
NC_004741,Shigella_flexneri_2a_str._2457T,<apaHG-rsmA-pdxA-surA-lptD>
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,<apaHG-rsmA-pdxA-surA-lptD>
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,<apaHG-rsmA-pdxA-surA-lptD>
NC_003143,Yersinia_pestis_CO92,<apaHG-rsmA-pdxA-surA-lptD>
NC_002663,Pasteurella_multocida_subsp._multocida_str._Pm70,surA-rsmA-apaH <lptD> <pdxA>
NC_004459,Vibrio_vulnificus_CMCP6,lptD-surA-pdxA-rsmA-apaGH
NC_004603,Vibrio_parahaemolyticus_RIMD_2210633,<apaHG-rsmA-pdxA-surA-lptD>
NC_011833,Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum),surA-rsmA-apaH
NC_004347,Shewanella_oneidensis_MR-1,lptD-surA-pdxA-rsmA-apaGH
NC_005061,Candidatus_Blochmannia_floridanus,<apaH-rsmA-pdxA-surA-lptD>
NC_002516,Pseudomonas_aeruginosa_PAO1,<apaHG-rsmA-pdxA-surA-lptD>
NC_002947,Pseudomonas_putida_KT2440,<apaHG-rsmA-pdxA-surA>
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,<apaHG-rsmA-pdxA-surA-lptD>
NC_003919,Xanthomonas_axonopodis_pv._citri_str._306,<apaHG-rsmA-pdxA-surA-lptD>
NC_007086,Xanthomonas_campestris_pv._campestris_str._8004,lptD-surA-pdxA rsmA-apaGH
NC_002488,Xylella_fastidiosa_9a5c,lptD-surA-pdxA rsmA-apaGH
NC_004757,Nitrosomonas_europaea_ATCC_19718,lptD-surA-pdxA-rsmA <apaG> <apaH>
NC_005085,Chromobacterium_violaceum_ATCC_12472,lptD-surA-pdxA <rsmA> apaG <apaH>
NC_003295,Ralstonia_solanacearum_GMI1000,lptD-surA-pdxA-rsmA <apaG> <apaH>
NC_003112,Neisseria_meningitidis_MC58,lptD-surA pdxA <rsmA> <apaH>
NC_002927,Bordetella_bronchiseptica_RB50,<rsmA-surA-lptD> <pdxA> <apaG> apaH
NC_002929,Bordetella_pertussis_Tohama_I,lptD-surA-rsmA pdxA apaG <apaH>
NC_002928,Bordetella_parapertussis_12822,<rsmA-surA-lptD> pdxA <apaG> apaH
NC_004463,Bradyrhizobium_japonicum_USDA_110,<rsmA-pdxA-surA-lptD> <apaG>
NC_002696,Caulobacter_crescentus_CB15,<rsmA-pdxA-surA-lptD> apaG
NC_003062,Agrobacterium_tumefaciens_str._C58,<rsmA-pdxA> <lptD> <apaG>
NC_002678,Mesorhizobium_loti_MAFF303099,<rsmA-pdxA> <lptD> <apaG> apaH <surA>
NC_003047,Sinorhizobium_meliloti_1021,<rsmA-pdxA> <lptD> <apaG> <surA>
NC_012441,Brucella_melitensis_ATCC_23457,<rsmA-pdxA-surA-lptD> <apaG>
NC_004310,Brucella_suis_1330,<rsmA-pdxA-surA-lptD> <apaG>
