atpIBEFHAGDC
NC_000913,Escherichia_coli_str._K-12_substr._MG1655,<atpCDGAHFEBI>
NC_004741,Shigella_flexneri_2a_str._2457T,atpIBEFHAGDC
NC_003198,Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18,atpIBEFHAGDC
NC_003197,Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,<atpCDGAHFEBI>
NC_003143,Yersinia_pestis_CO92,<atpCDGAHFEBI>
NC_002663,Pasteurella_multocida_subsp._multocida_str._Pm70,atpBEFHAGDC
NC_004459,Vibrio_vulnificus_CMCP6,atpIBEFHAGDC
NC_004603,Vibrio_parahaemolyticus_RIMD_2210633,<atpCDGAHFEBI>
NC_011833,Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum),atpBEFHAGDC
NC_000907,Haemophilus_influenzae_Rd_KW20,<atpCDGAHFEB>
NC_004347,Shewanella_oneidensis_MR-1,<atpCDGAHFEBI>
NC_005061,Candidatus_Blochmannia_floridanus,atpBEFHAGDC
NC_002516,Pseudomonas_aeruginosa_PAO1,<atpCDGAHFEB>
NC_002947,Pseudomonas_putida_KT2440,<atpCDGAHFEB>
NC_004578,Pseudomonas_syringae_pv._tomato_str._DC3000,<atpCDGAHFEB>
NC_003919,Xanthomonas_axonopodis_pv._citri_str._306,<atpCDGAHFEB>
NC_007086,Xanthomonas_campestris_pv._campestris_str._8004,<atpCDGAHFEB>
NC_002488,Xylella_fastidiosa_9a5c,<atpCDGAHFEB>
NC_004757,Nitrosomonas_europaea_ATCC_19718,atpBEFHAGDC
NC_005085,Chromobacterium_violaceum_ATCC_12472,atpBEFHAGDC
NC_003295,Ralstonia_solanacearum_GMI1000,<atpCDGAHFEB>
NC_003112,Neisseria_meningitidis_MC58,<atpCDGAHFEB>
NC_002927,Bordetella_bronchiseptica_RB50,<atpCDGAHFEB>
NC_002929,Bordetella_pertussis_Tohama_I,atpBEFHAGDC
NC_002928,Bordetella_parapertussis_12822,<atpCDGAHFEB>
NC_004463,Bradyrhizobium_japonicum_USDA_110,<atpCDGAH> <atpB>
NC_002696,Caulobacter_crescentus_CB15,<atpCDGAH> <atpB>
NC_003062,Agrobacterium_tumefaciens_str._C58,<atpCDGA> atpB
NC_002678,Mesorhizobium_loti_MAFF303099,<atpCDGA> atpB
NC_003047,Sinorhizobium_meliloti_1021,<atpCDGA> atpB
NC_012441,Brucella_melitensis_ATCC_23457,<atpCDGAH> atpB
NC_004310,Brucella_suis_1330,<atpCDGAH> atpB
NC_005090,Wolinella_succinogenes_DSM_1740,atpAGDC atpB
NC_004917,Helicobacter_hepaticus_ATCC_51449,atpAGDC atpB
NC_002163,Campylobacter_jejuni_subsp._jejuni_NCTC_11168,atpAGDC <atpB>
